name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Carrier 1.5 Ton 5 Star Hybridjet Inverter Split AC CAI18IN5R31W1 (Copper, INDUS CXI, 6-in-1 Flexicool with Anti-Viral Guar...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51P0LbIFf1L._AC_UL320_.jpg,https://www.amazon.in/Carrier-Hybridjet-CAI18IN5R31W1-Flexicool-Anti-Viral/dp/B09YXR8FV9/ref=sr_1_153?qid=1679134245&s=kitchen&sr=1-153,4.6,3,"₹45,490","₹79,890"
AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/11aetq2-yJL._AC_UL320_.jpg,https://www.amazon.in/Stand-Conditioner-Outdoor-Mounting-Bracket/dp/B0BH8CN285/ref=sr_1_154?qid=1679134245&s=kitchen&sr=1-154,5.0,2,₹599,₹999
Voltas 1.5 Ton 3 Star Inverter Split AC (Copper 183VADW White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61a2L5aTwAL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-183VADW/dp/B07SPWNLK1/ref=sr_1_155?qid=1679134245&s=kitchen&sr=1-155,4.2,"1,573","₹35,990","₹55,990"
Ogeneral 2 Ton 3 Star Window Air Conditioner AXGT24FHTC,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/816XGDhs-LL._AC_UL320_.jpg,https://www.amazon.in/Ogeneral-3star-Window-Conditioner-AXGT24FHTC/dp/B07SLSC8LL/ref=sr_1_156?qid=1679134245&s=kitchen&sr=1-156,3.2,2,"₹53,500","₹54,740"
"Panasonic 1 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, 4 Way Swing, nan...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71hnes2pyTL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-HU12ZKYF/dp/B0BRJGNFS3/ref=sr_1_157?qid=1679134245&s=kitchen&sr=1-157,4.2,29,"₹48,490","₹68,400"
"Haier Frost Clean Inverter Split AC with 5 in 1 Easy Convertible (1.5 Ton, 3 Star Rating, White), HSU18K-PYS3B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41vNv9+UkEL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Convertible-HSU18K-PYS3B-INV/dp/B09SP715XQ/ref=sr_1_158?qid=1679134245&s=kitchen&sr=1-158,4.4,5,"₹34,500","₹38,990"
MITSUBISHI HEAVY DUTY SRK25CSS-S6 2.2 Ton 3 Star Split Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41jWwo+sPtL._AC_UL320_.jpg,https://www.amazon.in/Mitsubishi-Heavy-SRK25CSS-S6-Split-Conditioner/dp/B07FDLHDMW/ref=sr_1_159?qid=1679134245&s=kitchen&sr=1-159,3.6,5,"₹79,350","₹83,000"
"Hitachi 2 Ton 3 Star SHIZEN 3100S INVERTER R32 Split AC (Copper, Dust Filter, 2022 Model-RMRG324HFEOZ1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51QqTJm7mcL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-SHIZEN-INVERTER-Copper-Model-RMRG324HFEOZ1/dp/B09ZB69182/ref=sr_1_163_mod_primary_new?qid=1679134245&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-163,3.2,6,"₹54,900","₹75,400"
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model, JTKJ35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ35U/dp/B09R4RG9CY/ref=sr_1_164?qid=1679134245&s=kitchen&sr=1-164,4.2,112,"₹43,790","₹60,900"
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKR35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR35U/dp/B09R4RJ4F2/ref=sr_1_165?qid=1679134245&s=kitchen&sr=1-165,4.4,6,"₹42,930","₹52,500"
"Carrier 1.5 Ton 5 Star Smart AI Flexicool Hybridjet,Wi-Fi, Inverter Split AC (Copper, Convertible 6-in-1 with Anti-Viral G...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SDvOFVSCL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Hybridjet-Convertible-Anti-Viral/dp/B0BV9RTMHF/ref=sr_1_166?qid=1679134245&s=kitchen&sr=1-166,5.0,1,"₹45,990","₹79,890"
"LG 1 Ton 3 Star DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, 20...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q12YNXE1/dp/B09NS6KFP1/ref=sr_1_167?qid=1679134245&s=kitchen&sr=1-167,4.1,200,"₹37,890","₹75,990"
"AmazonBasics 1.5 Ton 4 Star Fixed Speed Window AC (Copper, Turbo Cool, Dust Filter, 2022 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91toH3XDchL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8VQ5ZT/ref=sr_1_168?qid=1679134245&s=kitchen&sr=1-168,3.4,11,"₹27,490","₹35,990"
"Panasonic 1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, 4 Way Swing, n...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71c-Op0z-tL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-PU18YKY4W/dp/B0BRJK7K99/ref=sr_1_169?qid=1679134245&s=kitchen&sr=1-169,,,"₹45,990","₹66,900"
Blue Star Air Conditioner|2 Ton 3 Star|Fixed Speed Split AC|Copper|FB324DNU|2022|White,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21qJTz3rqyL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Conditioner-Copper-FB324DNU/dp/B0BM9ZV94P/ref=sr_1_170?qid=1679134245&s=kitchen&sr=1-170,,,"₹53,990","₹64,000"
"Godrej 1 Ton 5 Star Inverter Split Ac (Copper, 2022 Model, R290 Refrigerant, Twin Rotary Compressor, Ac 1T Gic 12Tgc5 Wua,...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51TMRTxckaL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-12TGC5-refrigerant-Compressor/dp/B09FLZV82H/ref=sr_1_171?qid=1679134245&s=kitchen&sr=1-171,3.9,121,"₹34,490","₹45,900"
"LG 1.5 Ton 3 Star Inverter Window AC (Copper, 2020 Model, JW-Q18WUXA1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C1YgTEg4L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Window-JW-Q18WUXA1-Discharge/dp/B082TG8SP1/ref=sr_1_172?qid=1679134245&s=kitchen&sr=1-172,4.2,886,"₹35,590","₹49,990"
"Nutricook Air Fryer Mini, 1500 Watts, Digital Display, Tempered Glass Control Panel, Airfryer with 8 Preset Programs with ...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51akb9rBceL._AC_UL320_.jpg,https://www.amazon.in/Nutricook-Tempered-Airfryer-Programs-function/dp/B0BSR2H19G/ref=sr_1_173?qid=1679134245&s=kitchen&sr=1-173,4.0,1,"₹5,999","₹11,999"
"Hitachi 1 Ton 5 Star Inverter Split Ac (Copper, Dust Filter, 2021 Model, Rapg512Heea, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51gom9JKrNS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RAPG512HEEA/dp/B08Z48LF22/ref=sr_1_174?qid=1679134245&s=kitchen&sr=1-174,3.5,39,"₹34,000","₹49,600"
"Voltas 1 Ton, 4 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 125V DAZP, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51GPGlPhRCL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Invertor-Split-Ton-star/dp/B0B4BPMQGK/ref=sr_1_172?qid=1679134247&s=kitchen&sr=1-172,3.9,209,"₹39,499","₹63,990"
Voltas 2 Ton 2 Star Window AC (Copper 242LZH White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61WuT9WV6tL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Star-rating-Window-White/dp/B07DB7HWZC/ref=sr_1_173?qid=1679134247&s=kitchen&sr=1-173,3.7,55,"₹37,199","₹38,090"
"Blue Star 2 Tr 3 Star Fixed Speed Split AC (Copper, FA324DNU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21WQrs98j1L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Fixed-Copper-FA324DNU/dp/B0BFB679KS/ref=sr_1_174?qid=1679134247&s=kitchen&sr=1-174,,,,
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper,2022,FTKM60U,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41zljqtpKgL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Split-Copper-FTKM60U/dp/B09SW8GVHT/ref=sr_1_175?qid=1679134247&s=kitchen&sr=1-175,5.0,4,"₹62,250","₹83,900"
"Hitachi 1.5 Ton 3 Star Inverter Split AC (Copper, Dust Filter, 2022 Model, RSQG318HFEOZ1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RSQG318HFEOZ1/dp/B09WDSTF8T/ref=sr_1_176?qid=1679134247&s=kitchen&sr=1-176,3.8,207,"₹41,580","₹53,900"
"LG 1.5 Ton 4 Star DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q19RNYE/dp/B09NS5Y4BG/ref=sr_1_177?qid=1679134247&s=kitchen&sr=1-177,4.2,622,"₹43,890","₹59,990"
"ONIDA 1 Ton 3 Star Inverter Split AC (Copper, 2 Way Swing, Dust Filter, 2023 Model, IR123DAS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51cPuZQJD5L._AC_UL320_.jpg,https://www.amazon.in/ONIDA-Inverter-Copper-Filter-IR123DAS/dp/B0BQWYKD3P/ref=sr_1_178?qid=1679134247&s=kitchen&sr=1-178,,,"₹30,990","₹40,900"
"Daikin 2.02 Ton 4 Star, Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model Model, FTKL71U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41H61ZFlBHL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKL71U/dp/B09R4QY15Z/ref=sr_1_179?qid=1679134247&s=kitchen&sr=1-179,3.4,31,"₹64,990","₹86,800"
"Carrier 1 Ton 3 Star Fixed Speed Window AC(Copper,High Density Filter for Dust Filtration, 2Way Air Directional Control, 2...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/717wB+IneGL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Density-Filtration-Directional-CAW12SC3R32F0/dp/B0BDG2MKQR/ref=sr_1_180?qid=1679134247&s=kitchen&sr=1-180,4.0,1,"₹28,990","₹39,090"
"Hisense 1.0 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, AS-12TC5RAM0 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51h87m-hf-L._AC_UL320_.jpg,https://www.amazon.in/Hisense-Inverter-Copper-Filter-AS-12TC5RAM0/dp/B09WVMSWVV/ref=sr_1_181?qid=1679134247&s=kitchen&sr=1-181,3.9,192,"₹32,000","₹45,990"
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model Model, JTKJ60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ60U/dp/B09R4RBQ5K/ref=sr_1_182?qid=1679134247&s=kitchen&sr=1-182,4.6,40,"₹69,979","₹92,200"
"Blue Star 1.5 Ton 3 Star Inverter Window AC (Copper, Inverter Compressor Technology, Turbo Cool, Energy Saver, Multi Senso...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71HYJBEQ7tL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Compressor-Technology-WIB318LN/dp/B0BDMN5423/ref=sr_1_183?qid=1679134247&s=kitchen&sr=1-183,,,"₹35,990","₹45,000"
"Hitachi 1 Ton 3 Star Window AC (Copper, Dust Filter, 2021 Model, RAW312HEDO, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/7139ds6YpuS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Window-Copper-Filter-RAW312HEDO/dp/B08X78KWF9/ref=sr_1_187?qid=1679134247&s=kitchen&sr=1-187,4.1,101,,
"Daikin 1.5 Ton 5 Star Dust Filter Window AC (Copper, FRWF50TV162, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/7125Imt+0zL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5-Ton-Star-Window/dp/B08BQHB8HD/ref=sr_1_188?qid=1679134247&s=kitchen&sr=1-188,4.1,96,,
"O-General 1.5 Ton 3 Star Inverter Split Air Conditioner (CPTA Technology) - White (ASGG18CPTB-B, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61HcdgHcjpL._AC_UL320_.jpg,https://www.amazon.in/General-Inverter-Split-Conditioner-Technology/dp/B09GP7B7JW/ref=sr_1_189?qid=1679134247&s=kitchen&sr=1-189,3.5,11,"₹50,300","₹57,900"
"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKR50U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR50U/dp/B09R4RSN2K/ref=sr_1_190?qid=1679134247&s=kitchen&sr=1-190,4.2,70,"₹52,979","₹71,200"
"LG 1.5 Ton 3 Star Hot and Cold Inverter Split AC-Ez Clean Filter (Copper, LS-H18VNXD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41Olm-0esmL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-H18VNXD/dp/B07VQLLTR5/ref=sr_1_191?qid=1679134247&s=kitchen&sr=1-191,4.3,234,"₹44,390","₹55,990"
"Blue Star 1 Ton 5 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51FETwYY9SL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IA512YNU/dp/B0BQWFW9RY/ref=sr_1_192?qid=1679134247&s=kitchen&sr=1-192,4.1,259,"₹37,690","₹62,000"
"Whirlpool 1.5 Ton 3 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3K2...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51vyGNOskVL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-Cooling/dp/B0BR5RST35/ref=sr_1_193?qid=1679134247&s=kitchen&sr=1-193,,,"₹34,390","₹62,300"
"ThreeH USB Fan Silent Mini Air Conditioner Travel Handheld USB Rechargeable Fan Air Purifier Humidifier Cooling Fan F015,P...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31c+t5O9dPL._AC_UL320_.jpg,https://www.amazon.in/ThreeH-Conditioner-Handheld-Rechargeable-Humidifier/dp/B07F19SGB7/ref=sr_1_194?qid=1679134247&s=kitchen&sr=1-194,4.0,"1,400","₹1,219","₹1,449"
"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q24HNXE/dp/B09NS4BRK3/ref=sr_1_195?qid=1679134247&s=kitchen&sr=1-195,4.2,288,"₹57,900","₹85,990"
"Panasonic 2.2 Ton 4 Star Inverter Split Smart AC (Copper, 7 in 1 Convertible, Twin Cool Inverter, Wifi enabled, 4 Way Swin...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71SPDnTsMuL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-Purification-CS-CU-QU26ZKYF/dp/B0BRXPTPD5/ref=sr_1_196?qid=1679134247&s=kitchen&sr=1-196,,,"₹69,990","₹87,900"
"OGeneral AXGB18BAWA 1.5 Ton 5 Star Window AC (Copper, Clean Air Filter, 2021 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71qDHOkwhXL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-AXGB18BAWA-Window-Copper-Filter/dp/B09FZKSTKY/ref=sr_1_197_mod_primary_new?qid=1679134247&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-197,3.2,12,"₹45,990","₹49,470"
"O-General 1 Ton 5 Star EFFICIENT & TROPICAL Inverter Split AC (Copper Condenser, ASGG12CGTB-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hZ01R+lOL._AC_UL320_.jpg,https://www.amazon.in/General-EFFICIENT-TROPICAL-Condenser-ASGG12CGTB-B/dp/B09JGNFZ54/ref=sr_1_198?qid=1679134247&s=kitchen&sr=1-198,5.0,2,"₹48,900","₹55,790"
"Haier 1.5 Ton 3 Star Intelli Smart Inverter AC(Frost Self clean, Intelli Convertible 7-in-1, 2023 Model, HSU18K-PYFR3BE1-I...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/518brnf3ScL._AC_UL320_.jpg,https://www.amazon.in/Haier-Intelli-Inverter-Convertible-HSU18K-PYFR3BE1-INV/dp/B0BSFQ4QQM/ref=sr_1_196?qid=1679134248&s=kitchen&sr=1-196,,,"₹38,190","₹67,990"
"Voltas 1.5 Ton Antibacterial Coating, Heater, Dehumidifier, Remote Control Split System AC (Copper, Hot & Cold, 18H SZS, W...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51y7sRCFDsL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Hot-Cold-White/dp/B07G9JR8W8/ref=sr_1_197?qid=1679134248&s=kitchen&sr=1-197,3.9,70,"₹42,890","₹67,990"
"Voltas 2 Ton 3 Star, Fixed Speed Split AC (Copper, LED Display, Anti-dust Filter, 2023 Model, 243 Vectra Plus, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41M7ocgxanL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Anti-dust-243-Vectra-Plus/dp/B0BQR3D9V6/ref=sr_1_198_mod_primary_new?qid=1679134248&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-198,,,"₹48,990","₹81,990"
"Mitsubishi Heavy Industries 1.6 Ton 3 Star Non Inverter Split AC (SRK20CSS-S6, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/11txPtEgTwL._AC_UL320_.jpg,https://www.amazon.in/Mitsubishi-Heavy-Inverter-Split-SRK20CSS-S6/dp/B07PYYGK8R/ref=sr_1_199?qid=1679134248&s=kitchen&sr=1-199,3.7,13,"₹58,400","₹65,000"
"Godrej 1 Ton 3 Star Inverter Split AC (Copper, Anti-bacterial filter filter, AC 1T GIC 12TTC3-WUA Split, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31lenJuVeAL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-Copper-Anti-bacterial-12TTC3-WUA/dp/B092DKYDW2/ref=sr_1_200?qid=1679134248&s=kitchen&sr=1-200,3.8,51,,
"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Pride, Wh...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/416jlYa31FL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFWNK7G/ref=sr_1_201?qid=1679134248&s=kitchen&sr=1-201,5.0,1,"₹31,990","₹56,990"
Voltas Split Inverter AC 1.5 Ton 3 Star (SAC 183V CZQ),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41byRzlmZjL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Inverter-183V-CZQ/dp/B09G391BM1/ref=sr_1_202?qid=1679134248&s=kitchen&sr=1-202,3.7,175,"₹35,550","₹58,990"
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKF35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41SPSdyvfML._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKF35U/dp/B09R8WNGCP/ref=sr_1_203?qid=1679134248&s=kitchen&sr=1-203,4.1,114,"₹48,479","₹67,200"
"Panasonic 1.5 Ton 3 Star Window AC (Copper, PM 2.5 Filter, 2022 Model, CW-LN182AM, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61E911ntaKL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Window-Copper-Filter-CW-LN182AM/dp/B09RPFQ8Z5/ref=sr_1_204?qid=1679134248&s=kitchen&sr=1-204,4.2,567,,
"Daikin 2.02 Ton 4 Star Inverter Split AC (Copper, PM 2.5 Filter, 2021 Model, FTKL71UV, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51BeBWhPMJL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKL71UV/dp/B09RFZJLR3/ref=sr_1_205?qid=1679134248&s=kitchen&sr=1-205,5.0,1,"₹66,790","₹86,800"
"Daikin 1.5 Ton 3 Star KATAI Technology, Fixed Speed Split AC (Alloy, PM 2.5, 2022, FTL50UV16V7, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/410ih0eEMfL._AC_UL320_.jpg,https://www.amazon.in/Daikin-KATAI-Technology-Fixed-FTL50UV16V7/dp/B09R8YQBM6/ref=sr_1_206?qid=1679134248&s=kitchen&sr=1-206,3.4,4,"₹38,340","₹55,598"
"Carrier 1.5 Ton 3 star Dura Fresh NEO Split AC (CAS18DF3N8F0, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/715eL5D-URL._AC_UL320_.jpg,https://www.amazon.in/Carrier-1-5-Star-Split-White/dp/B079W9VWVF/ref=sr_1_207?qid=1679134248&s=kitchen&sr=1-207,2.5,3,"₹39,990","₹55,990"
Voltas 1 Ton 5 Star Inverter Split AC (Copper SAC_125V_DZX White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/516pUFL1qyL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-SAC_125V_DZX/dp/B07P155R8P/ref=sr_1_211?qid=1679134248&s=kitchen&sr=1-211,4.1,187,"₹37,999","₹55,990"
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKR60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR60U/dp/B09R4RMSHZ/ref=sr_1_212?qid=1679134248&s=kitchen&sr=1-212,4.0,21,"₹69,979","₹88,990"
"Daikin 1.5 Ton 3 Star Dust Filter Window AC (Copper, 2020 FRWL50TV162, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61Kn2QYI1aL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5-Ton-Star-Window/dp/B08BQBNGKW/ref=sr_1_213?qid=1679134248&s=kitchen&sr=1-213,3.9,62,,
"Voltas 1.5 Ton 3 Star Window AC (Copper 183CYA/183 CZP White), MEDIUM",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71VOrlTj3ML._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-183CYA-183-CZP/dp/B00NBM4LJ0/ref=sr_1_214?qid=1679134248&s=kitchen&sr=1-214,4.1,"1,832",,"₹31,750"
"Haier Wash Clean Inverter Split AC (1.2 Ton, 3 Star Rating, White), HSU15Q-TCW3B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JkBY6hX5L._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Rating-HSU15Q-TCW3B-INV/dp/B09SP1K4LN/ref=sr_1_215?qid=1679134248&s=kitchen&sr=1-215,4.6,3,"₹30,990","₹31,490"
"LG 1.5 Ton 4 Star Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, 2021 ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-MS-Q18HNYA1/dp/B08R93PZK5/ref=sr_1_216?qid=1679134248&s=kitchen&sr=1-216,4.4,563,"₹43,890","₹59,990"
"OGeneral 1.51066 Ton 3 Star Split Inverter Air Conditioner ASGA18CLWA-B, White",appliances,Air Conditioners,https://m.media-amazon.com/images/I/517vlOmWNJL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-1-51066-Inverter-Conditioner-ASGA18CLWA-B/dp/B09WMTZH5C/ref=sr_1_217?qid=1679134248&s=kitchen&sr=1-217,,,"₹52,600","₹57,900"
"Voltas 2 Ton 3 Star Inverter Compressor Split AC (Copper, SAC 243V SZS(R32), White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41oKXckcdKL._AC_UL320_.jpg,https://www.amazon.in/Voltas-243V-SZS-Split-Inverter/dp/B089QD4PDH/ref=sr_1_218?qid=1679134248&s=kitchen&sr=1-218,4.0,85,"₹47,770","₹72,990"
